id,depaAirport,arriAirport,td,ta
ddh_10248,VIOC,RRES,2025/5/6 20:30,2025/5/6 22:00
ddh_10249,VIOC,RRES,2025/5/7 20:30,2025/5/7 22:00
ddh_10251,RRES,ZLEQ,2025/4/29 17:00,2025/4/29 18:57
ddh_10252,RRES,ZLEQ,2025/4/30 17:00,2025/4/30 18:57
ddh_10253,RRES,ZLEQ,2025/5/1 17:00,2025/5/1 18:57
ddh_10254,RRES,ZLEQ,2025/5/2 17:00,2025/5/2 18:57
ddh_10255,RRES,ZLEQ,2025/5/3 17:00,2025/5/3 18:57
ddh_10256,RRES,ZLEQ,2025/5/4 17:00,2025/5/4 18:57
ddh_10257,RRES,ZLEQ,2025/5/5 17:00,2025/5/5 18:57
ddh_10258,RRES,ZLEQ,2025/5/6 17:00,2025/5/6 18:57
ddh_10259,RRES,ZLEQ,2025/5/7 17:00,2025/5/7 18:57
ddh_10261,TATC,ZLEQ,2025/4/29 17:31,2025/4/29 22:04
ddh_10262,TATC,ZLEQ,2025/4/30 17:31,2025/4/30 22:04
ddh_10263,TATC,ZLEQ,2025/5/1 17:31,2025/5/1 22:04
ddh_10264,TATC,ZLEQ,2025/5/2 17:31,2025/5/2 22:04
ddh_10265,TATC,ZLEQ,2025/5/3 17:31,2025/5/3 22:04
ddh_10266,TATC,ZLEQ,2025/5/4 17:31,2025/5/4 22:04
ddh_10267,TATC,ZLEQ,2025/5/5 17:31,2025/5/5 22:04
ddh_10268,TATC,ZLEQ,2025/5/6 17:31,2025/5/6 22:04
ddh_10269,TATC,ZLEQ,2025/5/7 17:31,2025/5/7 22:04
ddh_10271,RRES,SLPJ,2025/4/29 8:05,2025/4/29 9:40
ddh_10272,RRES,SLPJ,2025/4/30 8:05,2025/4/30 9:40
ddh_10273,RRES,SLPJ,2025/5/1 8:05,2025/5/1 9:40
ddh_10274,RRES,SLPJ,2025/5/2 8:05,2025/5/2 9:40
ddh_10275,RRES,SLPJ,2025/5/3 8:05,2025/5/3 9:40
ddh_10276,RRES,SLPJ,2025/5/4 8:05,2025/5/4 9:40
ddh_10277,RRES,SLPJ,2025/5/5 8:05,2025/5/5 9:40
ddh_10278,RRES,SLPJ,2025/5/6 8:05,2025/5/6 9:40
ddh_10279,RRES,SLPJ,2025/5/7 8:05,2025/5/7 9:40
ddh_10281,TATC,ZLEQ,2025/4/29 15:19,2025/4/29 19:17
ddh_10282,TATC,ZLEQ,2025/4/30 15:19,2025/4/30 19:17
ddh_10283,TATC,ZLEQ,2025/5/1 15:19,2025/5/1 19:17
ddh_10284,TATC,ZLEQ,2025/5/2 15:19,2025/5/2 19:17
ddh_10285,TATC,ZLEQ,2025/5/3 15:19,2025/5/3 19:17
ddh_10286,TATC,ZLEQ,2025/5/4 15:19,2025/5/4 19:17
ddh_10287,TATC,ZLEQ,2025/5/5 15:19,2025/5/5 19:17
ddh_10288,TATC,ZLEQ,2025/5/6 15:19,2025/5/6 19:17
ddh_10289,TATC,ZLEQ,2025/5/7 15:19,2025/5/7 19:17
ddh_10291,RRES,VIOC,2025/4/29 11:37,2025/4/29 13:08
ddh_10292,RRES,VIOC,2025/4/30 11:37,2025/4/30 13:08
ddh_10293,RRES,VIOC,2025/5/1 11:37,2025/5/1 13:08
ddh_10294,RRES,VIOC,2025/5/2 11:37,2025/5/2 13:08
ddh_10295,RRES,VIOC,2025/5/3 11:37,2025/5/3 13:08
ddh_10296,RRES,VIOC,2025/5/4 11:37,2025/5/4 13:08
ddh_10297,RRES,VIOC,2025/5/5 11:37,2025/5/5 13:08
ddh_10298,RRES,VIOC,2025/5/6 11:37,2025/5/6 13:08
ddh_10299,RRES,VIOC,2025/5/7 11:37,2025/5/7 13:08
ddh_10301,TATC,ZLEQ,2025/4/29 13:39,2025/4/29 17:23
ddh_10302,TATC,ZLEQ,2025/4/30 13:39,2025/4/30 17:23
ddh_10303,TATC,ZLEQ,2025/5/1 13:39,2025/5/1 17:23
ddh_10304,TATC,ZLEQ,2025/5/2 13:39,2025/5/2 17:23
ddh_10305,TATC,ZLEQ,2025/5/3 13:39,2025/5/3 17:23
ddh_10306,TATC,ZLEQ,2025/5/4 13:39,2025/5/4 17:23
ddh_10307,TATC,ZLEQ,2025/5/5 13:39,2025/5/5 17:23
ddh_10308,TATC,ZLEQ,2025/5/6 13:39,2025/5/6 17:23
ddh_10309,TATC,ZLEQ,2025/5/7 13:39,2025/5/7 17:23
ddh_10311,RRES,ENDP,2025/4/29 18:05,2025/4/29 20:20
ddh_10312,RRES,ENDP,2025/4/30 18:05,2025/4/30 20:20
ddh_10313,RRES,ENDP,2025/5/1 18:05,2025/5/1 20:20
ddh_10314,RRES,ENDP,2025/5/2 18:05,2025/5/2 20:20
ddh_10315,RRES,ENDP,2025/5/3 18:05,2025/5/3 20:20
ddh_10316,RRES,ENDP,2025/5/4 18:05,2025/5/4 20:20
ddh_10317,RRES,ENDP,2025/5/5 18:05,2025/5/5 20:20
ddh_10318,RRES,ENDP,2025/5/6 18:05,2025/5/6 20:20
ddh_10319,RRES,ENDP,2025/5/7 18:05,2025/5/7 20:20
ddh_10321,TATC,ZLEQ,2025/4/29 8:40,2025/4/29 11:30
ddh_10322,TATC,ZLEQ,2025/4/30 8:40,2025/4/30 11:30
ddh_10323,TATC,ZLEQ,2025/5/1 8:40,2025/5/1 11:30
ddh_10324,TATC,ZLEQ,2025/5/2 8:40,2025/5/2 11:30
ddh_10325,TATC,ZLEQ,2025/5/3 8:40,2025/5/3 11:30
ddh_10326,TATC,ZLEQ,2025/5/4 8:40,2025/5/4 11:30
ddh_10327,TATC,ZLEQ,2025/5/5 8:40,2025/5/5 11:30
ddh_10328,TATC,ZLEQ,2025/5/6 8:40,2025/5/6 11:30
ddh_10329,TATC,ZLEQ,2025/5/7 8:40,2025/5/7 11:30
ddh_10331,ZLEQ,TATC,2025/4/29 15:00,2025/4/29 18:18
ddh_10332,ZLEQ,TATC,2025/4/30 15:00,2025/4/30 18:18
ddh_10333,ZLEQ,TATC,2025/5/1 15:00,2025/5/1 18:18
ddh_10334,ZLEQ,TATC,2025/5/2 15:00,2025/5/2 18:18
ddh_10335,ZLEQ,TATC,2025/5/3 15:00,2025/5/3 18:18
ddh_10336,ZLEQ,TATC,2025/5/4 15:00,2025/5/4 18:18
ddh_10337,ZLEQ,TATC,2025/5/5 15:00,2025/5/5 18:18
ddh_10338,ZLEQ,TATC,2025/5/6 15:00,2025/5/6 18:18
ddh_10339,ZLEQ,TATC,2025/5/7 15:00,2025/5/7 18:18
ddh_10341,DQUC,VWSF,2025/4/29 14:00,2025/4/29 16:00
ddh_10342,DQUC,VWSF,2025/4/30 14:00,2025/4/30 16:00
ddh_10343,DQUC,VWSF,2025/5/1 14:00,2025/5/1 16:00
ddh_10344,DQUC,VWSF,2025/5/2 14:00,2025/5/2 16:00
ddh_10345,DQUC,VWSF,2025/5/3 14:00,2025/5/3 16:00
ddh_10346,DQUC,VWSF,2025/5/4 14:00,2025/5/4 16:00
ddh_10347,DQUC,VWSF,2025/5/5 14:00,2025/5/5 16:00
ddh_10348,DQUC,VWSF,2025/5/6 14:00,2025/5/6 16:00
ddh_10349,DQUC,VWSF,2025/5/7 14:00,2025/5/7 16:00
ddh_10351,ZLEQ,RRES,2025/4/29 8:25,2025/4/29 9:35
ddh_10352,ZLEQ,RRES,2025/4/30 8:25,2025/4/30 9:35
ddh_10353,ZLEQ,RRES,2025/5/1 8:25,2025/5/1 9:35
ddh_10354,ZLEQ,RRES,2025/5/2 8:25,2025/5/2 9:35
ddh_10355,ZLEQ,RRES,2025/5/3 8:25,2025/5/3 9:35
ddh_10356,ZLEQ,RRES,2025/5/4 8:25,2025/5/4 9:35
ddh_10357,ZLEQ,RRES,2025/5/5 8:25,2025/5/5 9:35
ddh_10358,ZLEQ,RRES,2025/5/6 8:25,2025/5/6 9:35
ddh_10359,ZLEQ,RRES,2025/5/7 8:25,2025/5/7 9:35
ddh_10361,TATC,ZLEQ,2025/4/29 13:56,2025/4/29 18:07
ddh_10362,TATC,ZLEQ,2025/4/30 13:56,2025/4/30 18:07
ddh_10363,TATC,ZLEQ,2025/5/1 13:56,2025/5/1 18:07
ddh_10364,TATC,ZLEQ,2025/5/2 13:56,2025/5/2 18:07
ddh_10365,TATC,ZLEQ,2025/5/3 13:56,2025/5/3 18:07
ddh_10366,TATC,ZLEQ,2025/5/4 13:56,2025/5/4 18:07
ddh_10367,TATC,ZLEQ,2025/5/5 13:56,2025/5/5 18:07
ddh_10368,TATC,ZLEQ,2025/5/6 13:56,2025/5/6 18:07
ddh_10369,TATC,ZLEQ,2025/5/7 13:56,2025/5/7 18:07
ddh_10371,TATC,ZLEQ,2025/4/29 11:35,2025/4/29 15:03
ddh_10372,TATC,ZLEQ,2025/4/30 11:35,2025/4/30 15:03
ddh_10373,TATC,ZLEQ,2025/5/1 11:35,2025/5/1 15:03
ddh_10374,TATC,ZLEQ,2025/5/2 11:35,2025/5/2 15:03
ddh_10375,TATC,ZLEQ,2025/5/3 11:35,2025/5/3 15:03
ddh_10376,TATC,ZLEQ,2025/5/4 11:35,2025/5/4 15:03
ddh_10377,TATC,ZLEQ,2025/5/5 11:35,2025/5/5 15:03
ddh_10378,TATC,ZLEQ,2025/5/6 11:35,2025/5/6 15:03
ddh_10379,TATC,ZLEQ,2025/5/7 11:35,2025/5/7 15:03
ddh_10381,TATC,ZLEQ,2025/4/29 18:05,2025/4/29 21:55
ddh_10382,TATC,ZLEQ,2025/4/30 18:05,2025/4/30 21:55
ddh_10383,TATC,ZLEQ,2025/5/1 18:05,2025/5/1 21:55
ddh_10384,TATC,ZLEQ,2025/5/2 18:05,2025/5/2 21:55
ddh_10385,TATC,ZLEQ,2025/5/3 18:05,2025/5/3 21:55
ddh_10386,TATC,ZLEQ,2025/5/4 18:05,2025/5/4 21:55
ddh_10387,TATC,ZLEQ,2025/5/5 18:05,2025/5/5 21:55
ddh_10388,TATC,ZLEQ,2025/5/6 18:05,2025/5/6 21:55
ddh_10389,TATC,ZLEQ,2025/5/7 18:05,2025/5/7 21:55
ddh_10391,ZLEQ,TATC,2025/4/29 10:16,2025/4/29 14:05
