id,crewId,airport,startTime,endTime,isDuty
Grd_1733_10001,Crew_10054,VIOC,2025/5/2 0:00,2025/5/2 23:59,0
Grd_1733_10002,Crew_10054,VIOC,2025/5/3 0:00,2025/5/3 23:59,0
Grd_1733_10003,Crew_10054,VIOC,2025/5/4 0:00,2025/5/4 23:59,0
Grd_1733_10004,Crew_10054,VIOC,2025/5/5 0:00,2025/5/5 23:59,0
Grd_1704_10000,Crew_10057,RRES,2025/5/2 0:00,2025/5/2 23:59,0
Grd_1704_10001,Crew_10057,RRES,2025/5/3 0:00,2025/5/3 23:59,0
Grd_1704_10002,Crew_10057,RRES,2025/5/4 0:00,2025/5/4 23:59,0
Grd_1704_10003,Crew_10057,RRES,2025/5/5 0:00,2025/5/5 23:59,0
Grd_1389_10000,Crew_10062,RRES,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1769_10000,Crew_10065,VIOC,2025/5/3 0:00,2025/5/3 23:59,0
Grd_1769_10001,Crew_10065,VIOC,2025/5/4 0:00,2025/5/4 23:59,0
Grd_1769_10002,Crew_10065,VIOC,2025/5/5 0:00,2025/5/5 23:59,0
Grd_1769_10003,Crew_10065,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1769_10004,Crew_10065,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1174_10000,Crew_10067,RRES,2025/5/4 8:00,2025/5/4 18:00,1
Grd_1723_10000,Crew_10072,TATC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1715_10000,Crew_10074,TATC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_2169_10000,Crew_10077,VIOC,2025/5/1 0:00,2025/5/1 23:59,0
Grd_2169_10001,Crew_10077,VIOC,2025/5/2 0:00,2025/5/2 23:59,0
Grd_1742_10000,Crew_10086,VIOC,2025/5/4 8:00,2025/5/4 18:00,1
Grd_1742_10001,Crew_10086,VIOC,2025/5/5 8:00,2025/5/5 18:00,1
Grd_1742_10002,Crew_10086,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_9455_10000,Crew_10088,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_4113_10000,Crew_10090,RTHW,2025/5/5 8:00,2025/5/5 18:00,1
Grd_4113_10001,Crew_10090,RTHW,2025/5/6 8:00,2025/5/6 18:00,1
Grd_2142_10000,Crew_10093,DQUC,2025/5/5 8:00,2025/5/5 18:00,1
Grd_2041_10000,Crew_10094,RRES,2025/5/6 8:00,2025/5/6 18:00,1
Grd_2041_10001,Crew_10094,RRES,2025/5/7 0:00,2025/5/7 23:59,0
Grd_1120_10000,Crew_10097,BTTC,2025/5/4 8:00,2025/5/4 18:00,1
Grd_2161_10000,Crew_10098,RTHW,2025/5/1 0:00,2025/5/1 23:59,0
Grd_2161_10001,Crew_10098,RTHW,2025/5/2 0:00,2025/5/2 23:59,0
Grd_2161_10002,Crew_10098,RTHW,2025/5/3 0:00,2025/5/3 23:59,0
Grd_2161_10003,Crew_10098,RTHW,2025/5/4 0:00,2025/5/4 23:59,0
Grd_2167_10000,Crew_10099,RRES,2025/5/6 8:00,2025/5/6 18:00,1
Grd_2039_10000,Crew_10100,RRES,2025/5/7 8:00,2025/5/7 18:00,1
Grd_2522_10000,Crew_10105,VIOC,2025/5/2 8:00,2025/5/2 18:00,1
Grd_2522_10001,Crew_10105,VIOC,2025/5/3 8:00,2025/5/3 18:00,1
Grd_2522_10002,Crew_10105,VIOC,2025/5/4 8:00,2025/5/4 18:00,1
Grd_1638_10000,Crew_10113,RRES,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1638_10001,Crew_10113,RRES,2025/5/7 0:00,2025/5/7 23:59,0
Grd_2134_10000,Crew_10120,RRES,2025/5/1 0:00,2025/5/1 23:59,0
Grd_2134_10001,Crew_10120,RRES,2025/5/2 0:00,2025/5/2 23:59,0
Grd_2134_10002,Crew_10120,RRES,2025/5/3 0:00,2025/5/3 23:59,0
Grd_2134_10003,Crew_10120,RRES,2025/5/4 0:00,2025/5/4 23:59,0
Grd_2134_10004,Crew_10120,RRES,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1677_10000,Crew_10126,RTHW,2025/5/4 0:00,2025/5/4 23:59,0
Grd_1688_10000,Crew_10136,RRES,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1127_10000,Crew_10140,VIOC,2025/5/1 0:00,2025/5/1 23:59,0
Grd_1127_10001,Crew_10140,VIOC,2025/5/2 0:00,2025/5/2 23:59,0
Grd_1127_10002,Crew_10140,VIOC,2025/5/3 0:00,2025/5/3 23:59,0
Grd_1127_10003,Crew_10140,VIOC,2025/5/4 0:00,2025/5/4 23:59,0
Grd_1127_10004,Crew_10140,VIOC,2025/5/5 0:00,2025/5/5 23:59,0
Grd_1127_10005,Crew_10140,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_2419_10000,Crew_10146,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1405_10000,Crew_10155,VIOC,2025/5/1 0:00,2025/5/1 23:59,0
Grd_1655_10000,Crew_10157,RRES,2025/5/1 0:00,2025/5/1 23:59,0
Grd_1655_10001,Crew_10157,RRES,2025/5/2 0:00,2025/5/2 23:59,0
Grd_1655_10002,Crew_10157,RRES,2025/5/3 0:00,2025/5/3 23:59,0
Grd_1655_10003,Crew_10157,RRES,2025/5/4 0:00,2025/5/4 23:59,0
Grd_1655_10004,Crew_10157,RRES,2025/5/5 0:00,2025/5/5 23:59,0
Grd_1655_10005,Crew_10157,RRES,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1655_10006,Crew_10157,RRES,2025/5/7 8:00,2025/5/7 18:00,1
Grd_2096_10000,Crew_10158,TATC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1380_10000,Crew_10159,RRES,2025/5/2 8:00,2025/5/2 18:00,1
Grd_1378_10000,Crew_10165,BTTC,2025/5/4 8:00,2025/5/4 18:00,1
Grd_2112_10000,Crew_10166,RRES,2025/5/6 8:00,2025/5/6 18:00,1
Grd_2112_10001,Crew_10166,RRES,2025/5/7 0:00,2025/5/7 23:59,0
Grd_1404_10000,Crew_10168,VIOC,2025/5/3 8:00,2025/5/3 18:00,1
Grd_1404_10001,Crew_10168,VIOC,2025/5/4 8:00,2025/5/4 18:00,1
Grd_1404_10002,Crew_10168,VIOC,2025/5/5 8:00,2025/5/5 18:00,1
Grd_1404_10003,Crew_10168,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1404_10004,Crew_10168,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_10658_10000,Crew_10169,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_10658_10001,Crew_10169,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_2364_10000,Crew_10172,RTHW,2025/5/7 8:00,2025/5/7 18:00,1
Grd_2102_10000,Crew_10182,RRES,2025/5/7 0:00,2025/5/7 23:59,0
Grd_4082_10000,Crew_10187,VIOC,2025/5/2 8:00,2025/5/2 18:00,1
Grd_4082_10001,Crew_10187,VIOC,2025/5/3 8:00,2025/5/3 18:00,1
Grd_1172_10000,Crew_10193,RTHW,2025/5/4 8:00,2025/5/4 18:00,1
Grd_1172_10001,Crew_10193,RTHW,2025/5/6 8:00,2025/5/6 18:00,1
Grd_9414_10000,Crew_10200,VIOC,2025/5/2 8:00,2025/5/2 18:00,1
Grd_2094_10000,Crew_10201,RTHW,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1643_10000,Crew_10202,VIOC,2025/5/5 8:00,2025/5/5 18:00,1
Grd_1643_10001,Crew_10202,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_4106_10000,Crew_10204,RRES,2025/5/7 8:00,2025/5/7 18:00,1
Grd_2551_10000,Crew_10213,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_4036_10000,Crew_10217,VIOC,2025/5/3 8:00,2025/5/3 18:00,1
Grd_4036_10001,Crew_10217,VIOC,2025/5/4 8:00,2025/5/4 18:00,1
Grd_4036_10002,Crew_10217,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_2299_10000,Crew_10221,VIOC,2025/5/7 0:00,2025/5/7 23:59,0
Grd_1332_10000,Crew_10225,VIOC,2025/5/2 0:00,2025/5/2 23:59,0
Grd_1332_10001,Crew_10225,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_3101_10000,Crew_10226,VIOC,2025/5/3 0:00,2025/5/3 23:59,0
Grd_3101_10001,Crew_10226,VIOC,2025/5/4 0:00,2025/5/4 23:59,0
Grd_3101_10002,Crew_10226,VIOC,2025/5/5 0:00,2025/5/5 23:59,0
Grd_3101_10003,Crew_10226,VIOC,2025/5/6 0:00,2025/5/6 23:59,0
Grd_3101_10004,Crew_10226,VIOC,2025/5/7 0:00,2025/5/7 23:59,0
Grd_3105_10000,Crew_10232,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_4089_10000,Crew_10237,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1113_10000,Crew_10242,VIOC,2025/5/1 8:00,2025/5/1 18:00,1
Grd_1113_10001,Crew_10242,VIOC,2025/5/2 8:00,2025/5/2 18:00,1
Grd_1113_10002,Crew_10242,VIOC,2025/5/3 8:00,2025/5/3 18:00,1
Grd_1113_10003,Crew_10242,VIOC,2025/5/4 8:00,2025/5/4 18:00,1
Grd_1030_10000,Crew_10243,VIOC,2025/5/2 8:00,2025/5/2 18:00,1
Grd_2424_10000,Crew_10253,RRES,2025/5/7 8:00,2025/5/7 18:00,1
Grd_4011_10000,Crew_10254,VIOC,2025/5/5 0:00,2025/5/5 23:59,0
Grd_4011_10001,Crew_10254,VIOC,2025/5/6 0:00,2025/5/6 23:59,0
Grd_4011_10002,Crew_10254,VIOC,2025/5/7 0:00,2025/5/7 23:59,0
Grd_42771_10000,Crew_10255,VWSF,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1625_10000,Crew_10261,RTHW,2025/5/6 8:00,2025/5/6 18:00,1
Grd_2087_10000,Crew_10267,VIOC,2025/5/2 8:00,2025/5/2 18:00,1
Grd_2087_10001,Crew_10267,VIOC,2025/5/3 8:00,2025/5/3 18:00,1
Grd_2087_10002,Crew_10267,VIOC,2025/5/4 8:00,2025/5/4 18:00,1
Grd_3107_10000,Crew_10270,VIOC,2025/5/1 0:00,2025/5/1 23:59,0
Grd_3107_10001,Crew_10270,VIOC,2025/5/2 0:00,2025/5/2 23:59,0
Grd_3107_10002,Crew_10270,VIOC,2025/5/3 0:00,2025/5/3 23:59,0
Grd_3107_10003,Crew_10270,VIOC,2025/5/4 0:00,2025/5/4 23:59,0
Grd_3107_10004,Crew_10270,VIOC,2025/5/5 0:00,2025/5/5 23:59,0
Grd_4097_10000,Crew_10274,VIOC,2025/5/1 0:00,2025/5/1 23:59,0
Grd_4097_10001,Crew_10274,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_4064_10000,Crew_10275,VIOC,2025/5/1 0:00,2025/5/1 23:59,0
Grd_1114_10000,Crew_10276,VIOC,2025/5/1 0:00,2025/5/1 23:59,0
Grd_1114_10001,Crew_10276,VIOC,2025/5/2 0:00,2025/5/2 23:59,0
Grd_1114_10002,Crew_10276,VIOC,2025/5/3 0:00,2025/5/3 23:59,0
Grd_1114_10003,Crew_10276,VIOC,2025/5/4 0:00,2025/5/4 23:59,0
Grd_1114_10004,Crew_10276,VIOC,2025/5/5 0:00,2025/5/5 23:59,0
Grd_4090_10000,Crew_10277,VIOC,2025/5/1 8:00,2025/5/1 18:00,1
Grd_4090_10001,Crew_10277,VIOC,2025/5/2 8:00,2025/5/2 18:00,1
Grd_1366_10000,Crew_10281,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_10600_10000,Crew_10282,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1350_10000,Crew_10283,RRES,2025/5/6 8:00,2025/5/6 18:00,1
Grd_10440_10000,Crew_10284,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_10599_10000,Crew_10285,VIOC,2025/5/1 8:00,2025/5/1 18:00,1
Grd_10599_10001,Crew_10285,VIOC,2025/5/2 8:00,2025/5/2 18:00,1
Grd_1991_10000,Crew_10291,VIOC,2025/5/1 0:00,2025/5/1 23:59,0
Grd_1991_10001,Crew_10291,VIOC,2025/5/2 0:00,2025/5/2 23:59,0
Grd_1991_10002,Crew_10291,VIOC,2025/5/3 0:00,2025/5/3 23:59,0
Grd_1991_10003,Crew_10291,VIOC,2025/5/4 0:00,2025/5/4 23:59,0
Grd_1991_10004,Crew_10291,VIOC,2025/5/5 0:00,2025/5/5 23:59,0
Grd_1756_10000,Crew_10294,VIOC,2025/5/3 0:00,2025/5/3 23:59,0
Grd_1756_10001,Crew_10294,VIOC,2025/5/4 0:00,2025/5/4 23:59,0
Grd_1756_10002,Crew_10294,VIOC,2025/5/5 0:00,2025/5/5 23:59,0
Grd_3018_10000,Crew_10301,VIOC,2025/5/1 8:00,2025/5/1 18:00,1
Grd_1115_10000,Crew_10302,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1096_10000,Crew_10303,VIOC,2025/5/1 8:00,2025/5/1 18:00,1
Grd_1557_10000,Crew_10308,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_3104_10000,Crew_10312,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1620_10000,Crew_10313,RRES,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1620_10001,Crew_10313,RRES,2025/5/7 8:00,2025/5/7 18:00,1
Grd_2000_10000,Crew_10318,RRES,2025/5/7 8:00,2025/5/7 18:00,1
Grd_10468_10000,Crew_10322,VWSF,2025/5/1 8:00,2025/5/1 18:00,1
Grd_10468_10001,Crew_10322,VWSF,2025/5/2 8:00,2025/5/2 18:00,1
Grd_10468_10002,Crew_10322,VWSF,2025/5/3 8:00,2025/5/3 18:00,1
Grd_10468_10003,Crew_10322,VWSF,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1323_10000,Crew_10329,ENDP,2025/5/2 0:00,2025/5/2 23:59,0
Grd_1323_10001,Crew_10329,ENDP,2025/5/3 0:00,2025/5/3 23:59,0
Grd_1323_10002,Crew_10329,ENDP,2025/5/4 0:00,2025/5/4 23:59,0
Grd_1323_10003,Crew_10329,ENDP,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1524_10000,Crew_10330,VIOC,2025/5/3 0:00,2025/5/3 23:59,0
Grd_2072_10000,Crew_10332,RRES,2025/5/3 0:00,2025/5/3 23:59,0
Grd_2072_10001,Crew_10332,RRES,2025/5/4 0:00,2025/5/4 23:59,0
Grd_2072_10002,Crew_10332,RRES,2025/5/5 0:00,2025/5/5 23:59,0
Grd_2072_10003,Crew_10332,RRES,2025/5/6 0:00,2025/5/6 23:59,0
Grd_2072_10004,Crew_10332,RRES,2025/5/7 0:00,2025/5/7 23:59,0
Grd_1649_10000,Crew_10334,DQUC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_2080_10000,Crew_10336,VIOC,2025/5/1 8:00,2025/5/1 18:00,1
Grd_1173_10000,Crew_10341,TATC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_3038_10000,Crew_10346,VIOC,2025/5/5 8:00,2025/5/5 18:00,1
Grd_3038_10001,Crew_10346,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_3038_10002,Crew_10346,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1618_10000,Crew_10351,VIOC,2025/5/1 8:00,2025/5/1 18:00,1
Grd_2366_10000,Crew_10353,RRES,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1595_10000,Crew_10357,VIOC,2025/5/3 8:00,2025/5/3 18:00,1
Grd_1595_10001,Crew_10357,VIOC,2025/5/4 8:00,2025/5/4 18:00,1
Grd_2511_10000,Crew_10359,VIOC,2025/5/2 0:00,2025/5/2 23:59,0
Grd_3035_10000,Crew_10361,VIOC,2025/5/5 8:00,2025/5/5 18:00,1
Grd_3035_10001,Crew_10361,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_3035_10002,Crew_10361,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_2563_10000,Crew_10363,VIOC,2025/5/1 0:00,2025/5/1 23:59,0
Grd_2563_10001,Crew_10363,VIOC,2025/5/2 0:00,2025/5/2 23:59,0
Grd_2563_10002,Crew_10363,VIOC,2025/5/3 0:00,2025/5/3 23:59,0
Grd_1308_10000,Crew_10368,VIOC,2025/5/1 8:00,2025/5/1 18:00,1
Grd_2192_10000,Crew_10369,VIOC,2025/5/1 0:00,2025/5/1 23:59,0
Grd_2192_10001,Crew_10369,VIOC,2025/5/2 0:00,2025/5/2 23:59,0
Grd_2192_10002,Crew_10369,VIOC,2025/5/3 0:00,2025/5/3 23:59,0
Grd_2192_10003,Crew_10369,VIOC,2025/5/4 0:00,2025/5/4 23:59,0
Grd_2192_10004,Crew_10369,VIOC,2025/5/5 0:00,2025/5/5 23:59,0
Grd_2192_10005,Crew_10369,VIOC,2025/5/6 0:00,2025/5/6 23:59,0
Grd_1596_10000,Crew_10371,RRES,2025/5/7 8:00,2025/5/7 18:00,1
Grd_3096_10000,Crew_10372,VIOC,2025/5/4 8:00,2025/5/4 18:00,1
Grd_3096_10001,Crew_10372,VIOC,2025/5/5 8:00,2025/5/5 18:00,1
Grd_3096_10002,Crew_10372,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1312_10000,Crew_10373,VIOC,2025/5/2 8:00,2025/5/2 18:00,1
Grd_1312_10001,Crew_10373,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1312_10002,Crew_10373,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1315_10000,Crew_10376,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1315_10001,Crew_10376,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_4122_10000,Crew_10377,RRES,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1067_10000,Crew_10378,VIOC,2025/5/2 8:00,2025/5/2 18:00,1
Grd_1067_10001,Crew_10378,VIOC,2025/5/3 8:00,2025/5/3 18:00,1
Grd_1019_10000,Crew_10380,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1019_10001,Crew_10380,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1090_10000,Crew_10381,VIOC,2025/5/2 8:00,2025/5/2 18:00,1
Grd_1090_10001,Crew_10381,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1090_10002,Crew_10381,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_2190_10000,Crew_10384,VIOC,2025/5/1 8:00,2025/5/1 18:00,1
Grd_2190_10001,Crew_10384,VIOC,2025/5/2 8:00,2025/5/2 18:00,1
Grd_1611_10000,Crew_10387,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_3103_10000,Crew_10394,RTHW,2025/5/1 0:00,2025/5/1 23:59,0
Grd_3103_10001,Crew_10394,RTHW,2025/5/5 0:00,2025/5/5 23:59,0
Grd_3103_10002,Crew_10394,RTHW,2025/5/6 8:00,2025/5/6 18:00,1
Grd_4094_10000,Crew_10405,VIOC,2025/5/2 8:00,2025/5/2 18:00,1
Grd_4094_10001,Crew_10405,VIOC,2025/5/3 8:00,2025/5/3 18:00,1
Grd_4094_10002,Crew_10405,VIOC,2025/5/4 8:00,2025/5/4 18:00,1
Grd_4094_10003,Crew_10405,VIOC,2025/5/5 8:00,2025/5/5 18:00,1
Grd_4135_10000,Crew_10406,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_2717_10000,Crew_10407,VIOC,2025/5/5 0:00,2025/5/5 23:59,0
Grd_1094_10000,Crew_10409,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1970_10000,Crew_10412,RRES,2025/5/7 8:00,2025/5/7 18:00,1
Grd_2294_10000,Crew_10420,VIOC,2025/5/7 0:00,2025/5/7 23:59,0
Grd_4085_10000,Crew_10422,VIOC,2025/5/5 8:00,2025/5/5 18:00,1
Grd_4085_10001,Crew_10422,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1976_10000,Crew_10425,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_2429_10000,Crew_10428,VIOC,2025/5/1 0:00,2025/5/1 23:59,0
Grd_1367_10000,Crew_10429,VIOC,2025/5/1 0:00,2025/5/1 23:59,0
Grd_1367_10001,Crew_10429,VIOC,2025/5/2 0:00,2025/5/2 23:59,0
Grd_1367_10002,Crew_10429,VIOC,2025/5/3 0:00,2025/5/3 23:59,0
Grd_1367_10003,Crew_10429,VIOC,2025/5/4 0:00,2025/5/4 23:59,0
Grd_1367_10004,Crew_10429,VIOC,2025/5/6 0:00,2025/5/6 23:59,0
Grd_1367_10005,Crew_10429,VIOC,2025/5/7 0:00,2025/5/7 23:59,0
Grd_1581_10000,Crew_10430,VIOC,2025/5/5 8:00,2025/5/5 18:00,1
Grd_1581_10001,Crew_10430,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1581_10002,Crew_10430,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_3029_10000,Crew_10431,RRES,2025/5/5 8:00,2025/5/5 18:00,1
Grd_3029_10001,Crew_10431,RRES,2025/5/6 8:00,2025/5/6 18:00,1
Grd_3029_10002,Crew_10431,RRES,2025/5/7 8:00,2025/5/7 18:00,1
Grd_2017_10000,Crew_10432,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_3093_10000,Crew_10434,VIOC,2025/5/2 8:00,2025/5/2 18:00,1
Grd_3093_10001,Crew_10434,VIOC,2025/5/3 8:00,2025/5/3 18:00,1
Grd_3093_10002,Crew_10434,VIOC,2025/5/4 8:00,2025/5/4 18:00,1
Grd_1559_10000,Crew_10438,RTHW,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1070_10000,Crew_10439,RRES,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1070_10001,Crew_10439,RRES,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1076_10000,Crew_10444,RRES,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1265_10000,Crew_10450,VIOC,2025/5/2 8:00,2025/5/2 18:00,1
Grd_1265_10001,Crew_10450,VIOC,2025/5/3 8:00,2025/5/3 18:00,1
Grd_3092_10000,Crew_10452,VIOC,2025/5/1 8:00,2025/5/1 18:00,1
Grd_3092_10001,Crew_10452,VIOC,2025/5/4 8:00,2025/5/4 18:00,1
Grd_1088_10000,Crew_10453,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1081_10000,Crew_10458,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1081_10001,Crew_10458,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_3064_10000,Crew_10459,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_2160_10000,Crew_10461,VIOC,2025/5/6 0:00,2025/5/6 23:59,0
Grd_2160_10001,Crew_10461,VIOC,2025/5/7 0:00,2025/5/7 23:59,0
Grd_1069_10000,Crew_10462,RRES,2025/5/7 0:00,2025/5/7 23:59,0
Grd_1564_10000,Crew_10465,RRES,2025/5/1 0:00,2025/5/1 23:59,0
Grd_1564_10001,Crew_10465,RRES,2025/5/2 0:00,2025/5/2 23:59,0
Grd_1564_10002,Crew_10465,RRES,2025/5/3 0:00,2025/5/3 23:59,0
Grd_1564_10003,Crew_10465,RRES,2025/5/4 0:00,2025/5/4 23:59,0
Grd_1564_10004,Crew_10465,RRES,2025/5/5 0:00,2025/5/5 23:59,0
Grd_1566_10000,Crew_10468,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1860_10000,Crew_10470,RTWL,2025/5/7 0:00,2025/5/7 23:59,0
Grd_1066_10000,Crew_10483,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1263_10000,Crew_10484,VIOC,2025/5/3 8:00,2025/5/3 18:00,1
Grd_1263_10001,Crew_10484,VIOC,2025/5/4 8:00,2025/5/4 18:00,1
Grd_1263_10002,Crew_10484,VIOC,2025/5/5 8:00,2025/5/5 18:00,1
Grd_1263_10003,Crew_10484,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1059_10000,Crew_10485,RRES,2025/5/7 8:00,2025/5/7 18:00,1
Grd_2121_10000,Crew_10486,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_2683_10000,Crew_10493,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_2683_10001,Crew_10493,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1548_10000,Crew_10495,VIOC,2025/5/1 8:00,2025/5/1 18:00,1
Grd_1548_10001,Crew_10495,VIOC,2025/5/2 8:00,2025/5/2 18:00,1
Grd_1548_10002,Crew_10495,VIOC,2025/5/3 8:00,2025/5/3 18:00,1
Grd_1548_10003,Crew_10495,VIOC,2025/5/5 8:00,2025/5/5 18:00,1
Grd_1548_10004,Crew_10495,VIOC,2025/5/6 8:00,2025/5/6 18:00,1
Grd_1548_10005,Crew_10495,VIOC,2025/5/7 8:00,2025/5/7 18:00,1
Grd_1937_10000,Crew_10510,RTHW,2025/5/1 0:00,2025/5/1 23:59,0
Grd_1937_10001,Crew_10510,RTHW,2025/5/2 0:00,2025/5/2 23:59,0
Grd_1937_10002,Crew_10510,RTHW,2025/5/3 0:00,2025/5/3 23:59,0
Grd_1937_10003,Crew_10510,RTHW,2025/5/4 0:00,2025/5/4 23:59,0
