id,depaAirport,arriAirport,td,ta
ddh_100076,DOMU,AAHN,2025/6/1 10:30,2025/6/1 12:15
ddh_100077,DOMU,AAHN,2025/6/2 10:30,2025/6/2 12:15
ddh_100078,DOMU,AAHN,2025/6/3 10:30,2025/6/3 12:15
ddh_100079,DOMU,AAHN,2025/6/4 10:30,2025/6/4 12:15
ddh_100080,DOMU,AAHN,2025/6/5 10:30,2025/6/5 12:15
ddh_100081,DOMU,AAHN,2025/5/27 16:30,2025/5/27 18:15
ddh_100082,DOMU,AAHN,2025/5/28 16:30,2025/5/28 18:15
ddh_100083,DOMU,AAHN,2025/5/29 16:30,2025/5/29 18:15
ddh_100084,DOMU,AAHN,2025/5/30 16:30,2025/5/30 18:15
ddh_100085,DOMU,AAHN,2025/5/31 16:30,2025/5/31 18:15
ddh_100086,DOMU,AAHN,2025/6/1 16:30,2025/6/1 18:15
ddh_100087,DOMU,AAHN,2025/6/2 16:30,2025/6/2 18:15
ddh_100088,DOMU,AAHN,2025/6/3 16:30,2025/6/3 18:15
ddh_100089,DOMU,AAHN,2025/6/4 16:30,2025/6/4 18:15
ddh_100090,DOMU,AAHN,2025/6/5 16:30,2025/6/5 18:15
ddh_100091,HZPW,DOMU,2025/5/27 9:50,2025/5/27 11:20
ddh_100092,HZPW,DOMU,2025/5/28 9:50,2025/5/28 11:20
ddh_100093,HZPW,DOMU,2025/5/29 9:50,2025/5/29 11:20
ddh_100094,HZPW,DOMU,2025/5/30 9:50,2025/5/30 11:20
ddh_100095,HZPW,DOMU,2025/5/31 9:50,2025/5/31 11:20
ddh_100096,HZPW,DOMU,2025/6/1 9:50,2025/6/1 11:20
ddh_100097,HZPW,DOMU,2025/6/2 9:50,2025/6/2 11:20
ddh_100098,HZPW,DOMU,2025/6/3 9:50,2025/6/3 11:20
ddh_100099,HZPW,DOMU,2025/6/4 9:50,2025/6/4 11:20
ddh_100100,HZPW,DOMU,2025/6/5 9:50,2025/6/5 11:20
ddh_100101,HZPW,DOMU,2025/5/27 13:00,2025/5/27 15:00
ddh_100102,HZPW,DOMU,2025/5/28 13:00,2025/5/28 15:00
ddh_100103,HZPW,DOMU,2025/5/29 13:00,2025/5/29 15:00
ddh_100104,HZPW,DOMU,2025/5/30 13:00,2025/5/30 15:00
ddh_100105,HZPW,DOMU,2025/5/31 13:00,2025/5/31 15:00
ddh_100106,HZPW,DOMU,2025/6/1 13:00,2025/6/1 15:00
ddh_100107,HZPW,DOMU,2025/6/2 13:00,2025/6/2 15:00
ddh_100108,HZPW,DOMU,2025/6/3 13:00,2025/6/3 15:00
ddh_100109,HZPW,DOMU,2025/6/4 13:00,2025/6/4 15:00
ddh_100110,HZPW,DOMU,2025/6/5 13:00,2025/6/5 15:00
ddh_100111,HZPW,DOMU,2025/5/27 16:10,2025/5/27 18:00
ddh_100112,HZPW,DOMU,2025/5/28 16:10,2025/5/28 18:00
ddh_100113,HZPW,DOMU,2025/5/29 16:10,2025/5/29 18:00
ddh_100114,HZPW,DOMU,2025/5/30 16:10,2025/5/30 18:00
ddh_100115,HZPW,DOMU,2025/5/31 16:10,2025/5/31 18:00
ddh_100116,HZPW,DOMU,2025/6/1 16:10,2025/6/1 18:00
ddh_100117,HZPW,DOMU,2025/6/2 16:10,2025/6/2 18:00
ddh_100118,HZPW,DOMU,2025/6/3 16:10,2025/6/3 18:00
ddh_100119,HZPW,DOMU,2025/6/4 16:10,2025/6/4 18:00
ddh_100120,HZPW,DOMU,2025/6/5 16:10,2025/6/5 18:00
ddh_100121,HZPW,DOMU,2025/5/27 17:20,2025/5/27 19:10
ddh_100122,HZPW,DOMU,2025/5/28 17:20,2025/5/28 19:10
ddh_100123,HZPW,DOMU,2025/5/29 17:20,2025/5/29 19:10
ddh_100124,HZPW,DOMU,2025/5/30 17:20,2025/5/30 19:10
ddh_100125,HZPW,DOMU,2025/5/31 17:20,2025/5/31 19:10
ddh_100126,HZPW,DOMU,2025/6/1 17:20,2025/6/1 19:10
ddh_100127,HZPW,DOMU,2025/6/2 17:20,2025/6/2 19:10
ddh_100128,HZPW,DOMU,2025/6/3 17:20,2025/6/3 19:10
ddh_100129,HZPW,DOMU,2025/6/4 17:20,2025/6/4 19:10
ddh_100130,HZPW,DOMU,2025/6/5 17:20,2025/6/5 19:10
ddh_100131,HZPW,DOMU,2025/5/27 21:30,2025/5/27 23:20
ddh_100132,HZPW,DOMU,2025/5/28 21:30,2025/5/28 23:20
ddh_100133,HZPW,DOMU,2025/5/29 21:30,2025/5/29 23:20
ddh_100134,HZPW,DOMU,2025/5/30 21:30,2025/5/30 23:20
ddh_100135,HZPW,DOMU,2025/5/31 21:30,2025/5/31 23:20
ddh_100136,HZPW,DOMU,2025/6/1 21:30,2025/6/1 23:20
ddh_100137,HZPW,DOMU,2025/6/2 21:30,2025/6/2 23:20
ddh_100138,HZPW,DOMU,2025/6/3 21:30,2025/6/3 23:20
ddh_100139,HZPW,DOMU,2025/6/4 21:30,2025/6/4 23:20
ddh_100140,HZPW,DOMU,2025/6/5 21:30,2025/6/5 23:20
ddh_100141,AAHN,DOMU,2025/5/27 9:30,2025/5/27 11:15
ddh_100142,AAHN,DOMU,2025/5/28 9:30,2025/5/28 11:15
ddh_100143,AAHN,DOMU,2025/5/29 9:30,2025/5/29 11:15
ddh_100144,AAHN,DOMU,2025/5/30 9:30,2025/5/30 11:15
ddh_100145,AAHN,DOMU,2025/5/31 9:30,2025/5/31 11:15
ddh_100146,AAHN,DOMU,2025/6/1 9:30,2025/6/1 11:15
ddh_100147,AAHN,DOMU,2025/6/2 9:30,2025/6/2 11:15
ddh_100148,AAHN,DOMU,2025/6/3 9:30,2025/6/3 11:15
ddh_100149,AAHN,DOMU,2025/6/4 9:30,2025/6/4 11:15
ddh_100150,AAHN,DOMU,2025/6/5 9:30,2025/6/5 11:15
ddh_100151,AAHN,DOMU,2025/5/27 15:30,2025/5/27 17:30
ddh_100152,AAHN,DOMU,2025/5/28 15:30,2025/5/28 17:30
ddh_100153,AAHN,DOMU,2025/5/29 15:30,2025/5/29 17:30
ddh_100154,AAHN,DOMU,2025/5/30 15:30,2025/5/30 17:30
ddh_100155,AAHN,DOMU,2025/5/31 15:30,2025/5/31 17:30
ddh_100156,AAHN,DOMU,2025/6/1 15:30,2025/6/1 17:30
ddh_100157,AAHN,DOMU,2025/6/2 15:30,2025/6/2 17:30
ddh_100158,AAHN,DOMU,2025/6/3 15:30,2025/6/3 17:30
ddh_100159,AAHN,DOMU,2025/6/4 15:30,2025/6/4 17:30
ddh_100160,AAHN,DOMU,2025/6/5 15:30,2025/6/5 17:30
ddh_100161,AAHN,DOMU,2025/5/27 20:30,2025/5/27 22:30
ddh_100162,AAHN,DOMU,2025/5/28 20:30,2025/5/28 22:30
ddh_100163,AAHN,DOMU,2025/5/29 20:30,2025/5/29 22:30
ddh_100164,AAHN,DOMU,2025/5/30 20:30,2025/5/30 22:30
ddh_100165,AAHN,DOMU,2025/5/31 20:30,2025/5/31 22:30
ddh_100166,AAHN,DOMU,2025/6/1 20:30,2025/6/1 22:30
ddh_100167,AAHN,DOMU,2025/6/2 20:30,2025/6/2 22:30
ddh_100168,AAHN,DOMU,2025/6/3 20:30,2025/6/3 22:30
ddh_100169,AAHN,DOMU,2025/6/4 20:30,2025/6/4 22:30
ddh_100170,AAHN,DOMU,2025/6/5 20:30,2025/6/5 22:30
ddh_100171,UWWO,BBZB,2025/5/28 7:00,2025/5/28 8:30
ddh_100172,HZPW,DOMU,2025/5/28 16:11,2025/5/28 19:10
ddh_100173,HZPW,DOMU,2025/5/27 15:01,2025/5/27 18:00
ddh_100174,HZPW,DOMU,2025/5/27 20:16,2025/5/27 23:20
ddh_100175,BBZB,UWWO,2025/5/27 7:00,2025/5/27 9:00
ddh_100176,DOMU,NLLA,2025/5/29 9:00,2025/5/29 12:15
ddh_100177,DOMU,NLLA,2025/5/29 7:00,2025/5/29 10:00
ddh_100178,NLLA,DOMU,2025/5/30 18:55,2025/5/30 21:55
ddh_100179,NLLA,DOMU,2025/5/29 11:05,2025/5/29 13:55
ddh_100180,NLLA,DOMU,2025/5/30 11:05,2025/5/30 13:55
ddh_100181,DOMU,NLLA,2025/5/30 17:00,2025/5/30 20:00
ddh_100182,NLLA,EYWR,2025/5/29 13:20,2025/5/29 15:25
ddh_100183,DOMU,UXVH,2025/5/31 16:15,2025/5/31 18:20
ddh_100184,DOMU,NLLA,2025/5/31 7:00,2025/5/31 10:00
ddh_100185,DOMU,NLLA,2025/5/30 7:00,2025/5/30 10:00
ddh_100186,DOMU,NLLA,2025/5/30 15:00,2025/5/30 17:50
ddh_100187,NLLA,DOMU,2025/5/31 11:05,2025/5/31 13:55
ddh_100188,UXVH,DOMU,2025/5/31 19:20,2025/5/31 21:35
ddh_100189,NLLA,DOMU,2025/5/30 21:10,2025/5/30 23:55
ddh_100190,NLLA,DOMU,2025/5/28 16:15,2025/5/28 19:15
ddh_100191,PNNF,EYWR,2025/6/2 21:25,2025/6/2 23:40
ddh_100192,PNNF,LLZL,2025/5/28 21:05,2025/5/29 0:15
ddh_100193,VWIM,GLHV,2025/5/28 19:25,2025/5/28 21:45
ddh_100194,EYWR,MPYS,2025/5/28 6:55,2025/5/28 9:00
ddh_100195,HIUP,EYWR,2025/5/28 16:00,2025/5/28 17:35
ddh_100196,GLHV,AAHN,2025/5/28 22:15,2025/5/28 23:55
ddh_100197,DOMU,FVJZ,2025/5/28 13:00,2025/5/28 15:50
ddh_100198,NLLA,PNNF,2025/5/29 8:00,2025/5/29 11:10
ddh_100199,DOMU,YITW,2025/6/1 7:50,2025/6/1 10:50
ddh_100200,PNNF,HZPW,2025/5/28 18:15,2025/5/28 20:10
ddh_100201,DOMU,VUWJ,2025/5/29 8:15,2025/5/29 10:15
ddh_100202,OXSQ,AAHN,2025/5/28 22:20,2025/5/28 23:50
ddh_100203,EYWR,XLOC,2025/6/1 18:25,2025/6/1 21:00
ddh_100204,GLHV,DOMU,2025/5/29 16:10,2025/5/29 17:50
ddh_100205,DOMU,NLLA,2025/6/1 9:00,2025/6/1 12:15
ddh_100206,DOMU,LLZL,2025/5/28 8:05,2025/5/28 11:35
ddh_100207,OXSQ,OKJK,2025/6/5 7:40,2025/6/5 9:50
ddh_100208,VUWJ,EYWR,2025/6/5 10:50,2025/6/5 13:25
ddh_100209,OXSQ,DOMU,2025/6/5 13:15,2025/6/5 14:50
ddh_100210,WKDC,EYWR,2025/6/3 11:45,2025/6/3 14:15
ddh_100211,DOMU,ZJCG,2025/6/5 13:15,2025/6/5 16:00
ddh_100212,EYWR,WKDC,2025/6/4 8:15,2025/6/4 10:45
ddh_100213,AAHN,IAYH,2025/6/5 17:10,2025/6/5 19:40
ddh_100214,HIUP,WKDC,2025/6/5 13:50,2025/6/5 16:45
ddh_100215,HIUP,KKME,2025/6/5 21:35,2025/6/5 23:20
ddh_100216,HEJY,BBZB,2025/6/5 15:25,2025/6/5 18:15
ddh_100217,BBZB,HZPW,2025/6/5 19:15,2025/6/5 21:25
ddh_100218,DOMU,SCXF,2025/6/3 0:05,2025/6/3 2:20
ddh_100219,YAFY,HZPW,2025/6/5 11:00,2025/6/5 12:35
ddh_100220,VWIM,GLHV,2025/6/5 11:55,2025/6/5 14:25
ddh_100221,NLLA,DOMU,2025/5/30 13:10,2025/5/30 15:55
ddh_100222,DOMU,VGVC,2025/6/5 12:30,2025/6/5 14:55
ddh_100223,UXVH,OXSQ,2025/6/5 18:05,2025/6/5 20:30
ddh_100224,NLLA,DOMU,2025/6/5 21:10,2025/6/5 23:55
ddh_100225,PNNF,HZPW,2025/5/27 18:15,2025/5/27 20:10
ddh_100226,KKME,DOMU,2025/5/27 17:55,2025/5/27 20:30
ddh_100227,DOMU,YITW,2025/5/27 7:50,2025/5/27 10:50
ddh_100228,NLLA,UXVH,2025/5/31 7:40,2025/5/31 11:25
ddh_100229,BBZB,DOMU,2025/5/27 8:10,2025/5/27 10:45
ddh_100230,WKDC,DOMU,2025/5/27 13:05,2025/5/27 16:45
ddh_100231,FGIR,EYWR,2025/5/27 19:55,2025/5/27 22:45
ddh_100232,EYWR,KKME,2025/5/27 12:50,2025/5/27 15:45
ddh_100233,HZPW,FVJZ,2025/5/27 17:35,2025/5/27 20:10
ddh_100234,XINM,DOMU,2025/5/27 17:10,2025/5/27 18:40
ddh_100235,WJBA,OXSQ,2025/5/27 13:10,2025/5/27 15:50
ddh_100236,DOMU,NLLA,2025/5/27 15:00,2025/5/27 17:50
ddh_100237,HZPW,LLZL,2025/5/27 7:15,2025/5/27 10:50
ddh_100238,LLZL,MCWT,2025/5/27 11:40,2025/5/27 14:50
ddh_100239,NLLA,AAHN,2025/5/27 13:50,2025/5/27 16:35
ddh_100240,AAHN,FVJZ,2025/5/27 17:30,2025/5/27 20:20
ddh_100241,DOMU,NLLA,2025/5/30 11:00,2025/5/30 13:50
ddh_100242,DOMU,NLLA,2025/5/29 11:00,2025/5/29 13:50
ddh_100243,HEJY,BBZB,2025/5/28 15:25,2025/5/28 18:15
ddh_100244,YITW,NLLA,2025/5/29 21:40,2025/5/30 0:15
ddh_100245,NLLA,DOMU,2025/6/1 13:10,2025/6/1 15:55
ddh_100246,EYWR,DOMU,2025/5/28 13:40,2025/5/28 15:25
ddh_100247,FVJZ,DOMU,2025/6/2 13:55,2025/6/2 16:30
ddh_100248,HQMU,DOMU,2025/5/28 21:30,2025/5/29 0:10
ddh_100249,AAHN,SFRI,2025/5/28 7:05,2025/5/28 9:20
ddh_100250,DOMU,GLHV,2025/5/28 21:00,2025/5/28 22:40
ddh_100251,EYWR,YITW,2025/6/1 14:55,2025/6/1 17:50
ddh_100252,OETZ,DOMU,2025/5/28 7:05,2025/5/28 9:45
ddh_100253,YITW,DOMU,2025/5/28 15:05,2025/5/28 17:40
ddh_100254,WJBA,HIUP,2025/5/28 18:15,2025/5/28 20:50
ddh_100255,OXSQ,DOMU,2025/5/28 13:15,2025/5/28 15:05
ddh_100256,ZJCG,OXSQ,2025/5/28 17:25,2025/5/28 19:10
ddh_100257,OETZ,VGVC,2025/5/28 16:20,2025/5/28 19:35
ddh_100258,AAHN,FVJZ,2025/5/28 17:30,2025/5/28 20:20
ddh_100259,OXSQ,HQMU,2025/5/28 10:25,2025/5/28 12:25
ddh_100260,MCWT,OXSQ,2025/5/28 15:50,2025/5/28 20:10
ddh_100261,OXSQ,GLHV,2025/5/28 19:00,2025/5/28 20:50
ddh_100262,AAHN,YITW,2025/5/28 7:40,2025/5/28 10:40
ddh_100263,FVJZ,DOMU,2025/6/2 20:40,2025/6/2 23:40
ddh_100264,HZPW,KKME,2025/5/28 17:10,2025/5/28 19:50
ddh_100265,OETZ,DOMU,2025/5/28 17:15,2025/5/28 20:20
ddh_100266,VOXP,DOMU,2025/6/1 20:30,2025/6/1 22:30
ddh_100267,HZPW,NLLA,2025/5/28 20:15,2025/5/28 22:55
ddh_100268,DOMU,GLHV,2025/5/29 15:00,2025/5/29 17:00
ddh_100269,NLLA,EYWR,2025/6/1 13:20,2025/6/1 15:25
ddh_100270,KKME,EYWR,2025/6/5 11:20,2025/6/5 13:50
ddh_100271,MCWT,OETZ,2025/6/5 17:00,2025/6/5 20:55
ddh_100272,HZPW,XLHA,2025/6/5 7:50,2025/6/5 10:55
ddh_100273,OETZ,ZJCG,2025/6/5 19:00,2025/6/5 20:40
ddh_100274,ZJCG,LFOL,2025/6/5 16:50,2025/6/5 18:20
ddh_100275,XINM,DOMU,2025/6/5 17:10,2025/6/5 18:40
ddh_100276,EYWR,UXVH,2025/6/5 6:55,2025/6/5 10:05
ddh_100277,FVJZ,EYWR,2025/6/3 21:00,2025/6/3 23:30
ddh_100278,AFPF,AAHN,2025/6/5 9:30,2025/6/5 11:05
ddh_100279,YITW,DOMU,2025/6/3 21:45,2025/6/4 0:15
ddh_100280,HZPW,OETZ,2025/6/5 7:20,2025/6/5 9:55
ddh_100281,HZPW,OETZ,2025/6/5 20:10,2025/6/5 23:00
ddh_100282,EYWR,HIUP,2025/6/5 7:20,2025/6/5 9:00
ddh_100283,LFOL,OXSQ,2025/6/5 18:40,2025/6/5 21:20
ddh_100284,XLHA,EYWR,2025/6/5 18:00,2025/6/5 20:50
ddh_100285,NLLA,YITW,2025/5/30 17:45,2025/5/30 20:35
ddh_100286,GLHV,DOMU,2025/6/5 8:10,2025/6/5 9:55
ddh_100287,OKJK,DOMU,2025/6/5 18:15,2025/6/5 20:30
ddh_100288,OXSQ,NLLA,2025/6/5 8:50,2025/6/5 11:20
ddh_100289,EYWR,HEJY,2025/6/5 21:05,2025/6/6 0:10
ddh_100290,OXSQ,VHLB,2025/6/5 12:00,2025/6/5 13:45
ddh_100291,AAHN,FVJZ,2025/6/5 17:30,2025/6/5 20:20
ddh_100292,BBZB,OXSQ,2025/6/5 11:00,2025/6/5 13:35
ddh_100293,KKME,EYWR,2025/5/30 11:20,2025/5/30 13:40
ddh_100294,FXGB,OXSQ,2025/5/27 13:20,2025/5/27 15:20
ddh_100295,VUWJ,DOMU,2025/5/27 16:00,2025/5/27 17:50
ddh_100296,NLLA,HZPW,2025/5/27 11:55,2025/5/27 15:00
ddh_100297,GLHV,AAHN,2025/5/27 17:15,2025/5/27 19:00
ddh_100298,MPYS,HZPW,2025/5/27 11:50,2025/5/27 14:25
ddh_100299,GLHV,DOMU,2025/5/27 21:10,2025/5/27 23:05
ddh_100300,YITW,NLLA,2025/5/27 21:40,2025/5/28 0:15
ddh_100301,NLLA,XLHA,2025/5/27 8:15,2025/5/27 12:05
ddh_100302,YAFY,NLLA,2025/5/27 20:45,2025/5/27 22:55
ddh_100303,WKDC,YAFY,2025/5/27 16:00,2025/5/27 18:45
ddh_100304,EYWR,KKME,2025/5/27 21:15,2025/5/27 23:55
ddh_100305,WKDC,HZPW,2025/5/27 6:55,2025/5/27 9:55
ddh_100306,LFOL,EYWR,2025/5/27 20:10,2025/5/27 22:35
ddh_100307,QGSX,OXSQ,2025/5/27 12:35,2025/5/27 14:30
ddh_100308,PNNF,DOMU,2025/5/27 18:25,2025/5/27 20:00
ddh_100309,OXSQ,DOMU,2025/5/27 13:15,2025/5/27 14:50
ddh_100310,HIUP,DOMU,2025/5/27 12:40,2025/5/27 14:35
ddh_100311,EYWR,XLHA,2025/5/27 13:45,2025/5/27 16:50
ddh_100312,XLHA,EYWR,2025/5/27 18:00,2025/5/27 20:55
ddh_100313,DOMU,YITW,2025/5/27 11:20,2025/5/27 14:00
ddh_100314,WKDC,EYWR,2025/5/27 17:55,2025/5/27 20:50
ddh_100315,KKME,AAHN,2025/5/27 21:15,2025/5/27 23:45
ddh_100316,FVJZ,DOMU,2025/5/29 13:10,2025/5/29 15:45
ddh_100317,YAFY,LLZL,2025/5/28 12:15,2025/5/28 15:25
ddh_100318,NLLA,XLHA,2025/5/28 8:15,2025/5/28 12:05
ddh_100319,DOMU,UFCB,2025/5/28 17:50,2025/5/28 19:00
ddh_100320,KKME,EYWR,2025/5/28 17:30,2025/5/28 20:05
ddh_100321,PNNF,EYWR,2025/5/29 21:25,2025/5/29 23:40
ddh_100322,EYWR,IAYH,2025/5/28 15:40,2025/5/28 18:15
ddh_100323,EYWR,OXSQ,2025/5/28 6:50,2025/5/28 8:35
ddh_100324,LLZL,HIUP,2025/5/28 12:50,2025/5/28 14:55
ddh_100325,NLLA,OXSQ,2025/5/28 12:25,2025/5/28 15:00
ddh_100326,EYWR,NBCQ,2025/5/28 19:00,2025/5/28 21:10
ddh_100327,YITW,DOMU,2025/5/29 21:45,2025/5/30 0:15
ddh_100328,DOMU,SFRI,2025/6/2 18:35,2025/6/2 21:00
ddh_100329,EYWR,HGHY,2025/5/29 16:05,2025/5/29 18:55
ddh_100330,HGHY,ZJCG,2025/5/28 13:55,2025/5/28 16:40
ddh_100331,HIUP,DOMU,2025/5/28 12:40,2025/5/28 14:35
ddh_100332,MPYS,HZPW,2025/5/28 20:00,2025/5/28 22:30
ddh_100333,EYWR,PNNF,2025/5/28 18:00,2025/5/28 20:20
ddh_100334,HIUP,DOMU,2025/6/2 18:20,2025/6/2 20:05
ddh_100335,EYWR,WKDC,2025/6/1 8:15,2025/6/1 10:45
ddh_100336,NLLA,DOMU,2025/5/29 18:55,2025/5/29 21:55
ddh_100337,LFOL,EYWR,2025/5/29 20:10,2025/5/29 22:35
ddh_100338,LFOL,EYWR,2025/6/1 21:10,2025/6/1 23:35
ddh_100339,DOMU,OETZ,2025/5/28 21:40,2025/5/29 0:30
ddh_100340,UXVH,DOMU,2025/6/4 12:30,2025/6/4 14:40
ddh_100341,OETZ,KKME,2025/6/5 7:20,2025/6/5 10:05
ddh_100342,HZPW,VOXP,2025/6/5 13:05,2025/6/5 14:30
ddh_100343,NLLA,DOMU,2025/6/4 13:10,2025/6/4 16:00
ddh_100344,UXVH,DOMU,2025/6/5 19:20,2025/6/5 21:35
ddh_100345,DOMU,GLHV,2025/6/5 19:00,2025/6/5 20:45
ddh_100346,VOXP,DOMU,2025/6/3 20:30,2025/6/3 22:30
ddh_100347,DOMU,FVJZ,2025/6/5 13:00,2025/6/5 15:50
ddh_100348,DOMU,FVJZ,2025/6/3 16:45,2025/6/3 19:35
ddh_100349,EYWR,VWIM,2025/6/3 10:45,2025/6/3 13:15
ddh_100350,GLHV,DOMU,2025/6/4 16:10,2025/6/4 17:50
ddh_100351,DOMU,OXSQ,2025/6/5 7:05,2025/6/5 8:55
ddh_100352,NLLA,EYWR,2025/6/4 13:20,2025/6/4 15:25
ddh_100353,PNNF,EYWR,2025/6/4 12:25,2025/6/4 14:25
ddh_100354,IEMU,HZPW,2025/6/5 12:45,2025/6/5 15:55
ddh_100355,EYWR,HEJY,2025/6/5 8:50,2025/6/5 11:45
ddh_100356,DOMU,BBZB,2025/5/30 9:10,2025/5/30 11:50
ddh_100357,VOXP,AAHN,2025/6/5 12:50,2025/6/5 14:45
